timestamp,action,confidence,accuracy,f1,precision,recall,cpu,dram,time
1696257732.5924819,retraining,-1,0.488,0.0,0.0,0.0,6974921598.0,473232553.0,195084828.903
1696258421.2031188,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2679558.0,121887.0,77457.564
1696258426.2179596,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2893059.0,126464.0,83201.635
1696258431.2227252,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2710320.0,123596.0,77183.323
1696258436.23086,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2635064.0,119629.0,75735.753
1696258441.237798,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2643792.0,121338.0,76278.628
1696258446.251095,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2645624.0,121216.0,75651.464
1696258451.27684,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2646905.0,120544.0,76350.452
1696258456.2648017,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2684930.0,121704.0,77173.226
1696258461.2778726,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2727471.0,122497.0,78333.343
1696258466.2840362,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2633904.0,120544.0,75633.45
1696258471.3019807,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2653191.0,120239.0,75666.125
1696258476.3049536,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2631341.0,119507.0,75700.373
1696258481.3155894,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2627495.0,118835.0,75559.752
1696258486.337367,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2758049.0,121337.0,78397.585
1696258491.3507576,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2698907.0,121094.0,76922.659
1696258496.362879,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2612847.0,118652.0,75395.334
1696258501.3570626,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2615960.0,119263.0,75574.44
1696258506.3644328,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2675592.0,120361.0,76796.187
1696258511.3712647,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2611688.0,118896.0,74970.295
1696258516.3814776,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2570916.0,117492.0,74690.07
1696258521.3907406,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2652520.0,120422.0,75857.463
1696258526.4027934,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2778069.0,123413.0,78985.755
1696258531.412003,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2714166.0,123291.0,77838.248
1696258536.4214563,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2675286.0,120789.0,77301.921
1696258541.4321299,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2765374.0,124877.0,78350.999
1696258546.4534814,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2617669.0,119506.0,75057.67
1696258551.447121,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2674859.0,121094.0,76184.129
1696258556.479258,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2656609.0,122680.0,76363.263
1696258561.467554,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2715264.0,121642.0,77979.692
1696258566.4816291,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2746209.0,123230.0,78598.033
1696258571.493362,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2643731.0,120361.0,75804.495
1696258576.4985561,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2631402.0,117920.0,75616.934
1696258581.5057538,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2590631.0,118652.0,75249.425
1696258586.5146084,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2621819.0,119995.0,75316.66
1696258591.5262775,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2720330.0,121643.0,77900.608
1696258596.5316525,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2624505.0,119323.0,74952.636
1696258601.5434835,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2661798.0,121033.0,75366.983
1696258606.5501912,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2651727.0,122375.0,75977.116
1696258611.5696728,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2631585.0,120483.0,75770.602
1696258616.573486,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2645379.0,119446.0,75789.849
1696258621.5803688,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2626031.0,119140.0,75046.299
1696258626.5915165,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2695733.0,120850.0,77596.7
1696258631.5965545,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2622979.0,118774.0,75221.463
1696258636.607099,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2666314.0,120788.0,75551.725
1696258641.6429276,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2670159.0,121643.0,75764.555
1696258646.625318,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2637323.0,120727.0,75170.339
1696258651.6355228,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2666314.0,120483.0,75479.664
1696258656.6483147,inference,"[[0.5231601142404515, 0.47683988575954844]]",1.0,0.0,0.0,0.0,2684563.0,119873.0,75800.652
1696258661.656551,inference,"[[0.5231601142404515, 0.47683988575954844]]",0.0,0.0,0.0,0.0,2643608.0,120849.0,75073.538
