timestamp,action,confidence,accuracy,f1,precision,recall,cpu,dram,time
1695560565.238033,retraining,-1,0.488,0.0,0.0,0.0,6941988454.0,471872083.0,194096746.767
1695560654.5372336,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,3840872.0,156493.0,109399.015
1695560655.5127127,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,3203422.0,141479.0,90578.0
1695560656.4987752,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,2861382.0,133850.0,79029.035
1695560657.5117447,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2921074.0,135254.0,81975.206
1695560658.5059085,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,2894768.0,134887.0,78327.891
1695560659.5228283,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2960015.0,138977.0,81973.354
1695560660.558119,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,3233757.0,151916.0,84741.146
1695560661.5518782,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2869378.0,134338.0,80221.693
1695560662.5546806,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,3372122.0,149719.0,79488.79
1695560663.5581,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,2719781.0,124328.0,76488.404
1695560664.609769,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,3511832.0,159424.0,90955.367
1695560665.6165414,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2772820.0,125244.0,77833.7
1695560666.6143305,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,3309379.0,148315.0,83505.919
1695560667.5932937,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,5581101.0,238036.0,102170.467
1695560668.5851471,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,2852653.0,131896.0,78324.444
1695560669.5851574,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,2782036.0,126037.0,77211.735
1695560670.5885322,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,2794366.0,125060.0,77643.29
1695560671.5955794,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,3332267.0,139709.0,79154.645
1695560672.5958018,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2727166.0,122985.0,77131.149
1695560673.6169882,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2783135.0,124023.0,78699.919
1695560674.6164322,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2682794.0,121704.0,75942.133
1695560675.6287076,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,2731927.0,123108.0,76785.224
1695560676.7212436,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2642816.0,119872.0,75648.197
1695560677.6333122,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2649285.0,119751.0,75718.442
1695560678.652271,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,2841118.0,125915.0,80951.066
1695560679.6639342,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2994927.0,131530.0,77748.596
1695560680.6644046,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2652154.0,119567.0,75582.468
1695560681.6553466,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,2750726.0,121582.0,75461.0
1695560682.6850948,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,2677971.0,121826.0,75951.944
1695560683.6796496,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,3007988.0,136108.0,79044.857
1695560684.6772418,inference,"[[0.5229081467427815, 0.47709185325721853]]",0.0,0.0,0.0,0.0,2775078.0,128052.0,76527.133
1695560685.719512,inference,"[[0.5229081467427815, 0.47709185325721853]]",1.0,0.0,0.0,0.0,3458731.0,146668.0,83127.305
